nome	type	circle	school	execucao	alcance	alvo	area	duracao	resistencia	description	publicacao	addPM.1	text.1	addPM.2	text.2	addPM.3	text.3	addPM.4	text.4	addPM.5	text.5	addPM.6	text.6	addPM.7	text.7	addPM.8	text.8	addPM.9	text.9	addPM.10	text.10	addPM.11	text.11	addPM.12	text.12	addPM.13	text.13
Visão da Verdade	Universal	4	Adiv	movimento	pessoal	você		cena		Você enxerga a forma real das coisas. Você pode ver através de camuflagem e escuridão (normais e mágicas), assim como efeitos de ilusão e Trans (enxergando a verdade como formas translúcidas ou sobrepostas).	Jogo do Ano	1	muda o alcance para toque e o alvo para 1 criatura.	1	além do normal, o alvo fica com sentidos apurados; ele recebe +10 em todos os testes de Percepção.	2	além do normal, o alvo escuta falsidades; ele recebe +10 em todos os testes de Intuição.	4	além do normal, o alvo enxerga através de paredes e barreiras com 30cm de espessura ou menos (as paredes e barreiras parecem translúcidas).																		
Alterar Destino	Arcana	5	Abjur	reação	pessoal	você		instantânea		Sua mente visualiza todas as possibilidades de um evento, permitindo a você escolher o melhor curso de ação. Você pode rolar novamente um teste de resistência com um bônus de +10 ou um inimigo deve rolar novamente um ataque contra você com uma penalidade de –10	Jogo do Ano																										
Aprisionamento	Arcana	5	Abjur	completa	curto (9m 6q)	1 criatura		permanente	Vontade anula	Você cria uma prisão mágica para aprisionar uma criatura. Se falhar no testede resistência, o alvo sofre o efeito da magia; se passar, fica imune a esta magia por uma semana. Enquanto estiver aprisionada, a criatura não precisa respirar e alimentar-se, e não envelhece. Magias de Adiv não conseguem localizar ou perceber o alvo. Ao lançar a magia, você escolhe uma das seguintes formas de prisão. O componente material varia, mas todos custam T$ 1.000.<br><i>Acorrentamento:</i> o alvo é preso por correntes firmemente enraizadas no chão, que o mantém no lugar. O alvo fica paralisado e não pode se mover ou ser movido por qualquer meio. <i>Componente material:</i> uma fina corrente de mitral.<br><i>Contenção Mínima:</i> o alvo diminui para 2 cm de altura e é preso dentro de uma pedra preciosa ou objeto semelhante. Luz passa através da pedra, permitindo que o alvo veja o lado de fora e seja visto, mas nada mais pode passar, nem por meio de teletransporte ou viagem planar. A pedra não pode ser quebrada enquanto o alvo estiver dentro. <i>Componente material:</i> uma pedra preciosa, como um diamante ou rubi.<br><i>Prisão Dimensional:</i> o alvo é transportado para um semiplano protegido contra teletransporte e viagens planares. Pode ser um labirinto, uma gaiola, uma torre ou qualquer estrutura ou área confinada e pequena a sua escolha. <i>Componente material:</i> uma representação em miniatura da prisão, feita de jade.<br><i>Sepultamento:</i> o alvo é sepultado nas profundezas da terra, em uma esfera mágica. Nada pode destruir ou atravessar a esfera, nem mesmo teletransporte ou viagens planares. <i>Componente material:</i> um pequeno orbe de adamante.<br><i>Sono Eterno:</i> o alvo adormece e não pode ser acordado. <i>Componente material:</i> fruta preparada com ervas soníferas raras.<br>Quando a magia é lançada, você deve especificar uma condição que fará com que ela termine e solte o alvo. A condição pode ser tão específica ou elaborada quanto você quiser, mas deve ser possível de acontecer. As condições podem se basear no nome, identidade ou divindade padroeira de uma criatura, ou em ações ou qualidades observáveis, mas nunca em estatísticas intangíveis, como nível, classe ou pontos de vida. O mestre tem a palavra final sobre se uma condição é válida ou não.	Jogo do Ano																										
Aura Divina	Divina	5	Abjur	padrão	pessoal		esfera de 9m de raio	cena	Vontade parcial	Você se torna um conduíte da energia de sua divindade, emanando uma aura brilhante. Você e aliados devotos da mesma divindade ficam imunes a Encan e recebem +10 na Defesa e em testes de resistência. Aliados não devotos da mesma divindade recebem +5 na Defesa e em testes de resistência.<br>Além disso, inimigos que entrem na área afetada devem fazer um teste de Vontade; em caso de falha, recebem uma condição a sua escolha entre Esmorecido, Debilitado ou Lento até o fim da cena. O teste deve ser refeito cada vez que a criatura entrar novamente na área.	Jogo do Ano	2	aumenta os bônus na Defesa e em testes de resistência em +1.																								
Barragem elemental de Vectorius	Arcana	5	Evoc	padrão	longo (90m 60q)	4 esferas elementais		instantânea	Reflexos parcial	Criada pelo arquimago Vectorius, esta magia produz quatro esferas, de ácido, eletricidade, fogo e frio, que voam até um ponto a sua escolha. Quando atingem o ponto escolhido, explodem causando 6d6 pontos de dano de seu respectivo tipo numa área com 12m de raio. Um teste de Reflexos reduz o dano à metade. Você pode mirar cada esfera em uma criatura ou ponto dife- rente. Uma criatura ao alcance da explosão de mais de uma esfera deve fazer um teste de resistência para cada uma. Além disso, as esferas causam os seguintes efeitos em criaturas que falharem em seus testes de resistência:<br>• <i>Ácido:</i> Vulnerável até o fim da cena.<br>• <i>Elétrica:</i> Atordoado por uma rodada. (apenas uma vez por cena).<br>• <i>Fogo:</i> Em Chamas.<br>• <i>Frio:</i> Lentoaté o fim da cena.	Jogo do Ano	5	aumenta o dano de cada esfera em +2d6.	5	muda o tipo de dano de todas as esferas para essência (mas elas ainda causam os outros efeitos como se seu tipo de dano não mudasse).																						
Buraco Negro	Universal	5	Abjur	completa	longo (90m 60q)	buraco negro		3 rodadas	Fortitude parcial	Esta magia cria um vácuo capaz de sugar tudo nas proximidades. Escolha um espaço desocupado para o buraco negro. No início de cada um de seus três turnos seguintes, todas as criaturas a até alcance longo do buraco negro, incluindo você, devem fazer um teste de Fortitude. Em caso de falha, ficam caídas e são puxadas 30m na direção do buraco. Objetos soltos também são puxados. Criaturas podem gastar uma ação de movimento para se segurar em algum objeto fixo, recebendo +2 em seus testes de resistência.<br>Criaturas e objetos que iniciem seu turno no espaço do buraco negro devem gastar uma ação de movimento e fazer um teste de Fortitude. Se passarem, podem escapar se arrastando (deslocamento de 1,5m) para longe dele. Se falharem, perdem a ação (mas podem gastar outra para tentar novamente). Se terminarem seu turno no espaço do buraco negro, são sugadas, desaparecendo para sempre.<br>Não se conhece o destino das coisas sugadas pelo buraco negro. Alguns estudiosos sugerem que são enviadas para outros mundos — provavelmente o reino da deusa das Trevas.	Jogo do Ano	5	muda o efeito para que você não seja afetado.																								
Chuva de Meteoros	Arcana	5	Conv	completa	longo (90m 60q)		quadrado de 18m de lado	instantânea	Reflexos parcial	Meteoros caem dos céus, devastando a área afetada. Criaturas na área sofrem 15d6 pontos de dano de impacto, 15d6 pontos de dano de fogo e ficam Caído e presas sob os escombros (Agarrado).<br>Uma criatura que passe no teste de resistência sofre metade do dano total e não fica caída e agarrada. Uma criatura agarrada pode escapar gastando uma ação padrão e passando em um teste de Atletismo (CD da magia). Toda a área afetada fica coberta de escombros, sendo considerada terreno difícil, e imersa numa nuvem de poeira (camuflagem leve). Esta magia só pode ser utilizada a céu aberto.	Jogo do Ano	2	aumenta o número de meteoros que atingem a área, o que aumenta o dano em +2d6 de impacto e +2d6 de fogo.																								
Controlar o Tempo	Arcana	5	Trans	padrão	curto (9m 6q)	veja texto		veja texto		Aquele que controla o tempo controla o mundo. Escolha um dos efeitos a seguir.<br><i>Congelar o tempo:</i> você gera uma bolha do seu tamanho na qual o tempo passa mais lentamente. Para outras criaturas, a bolha surge e desaparece instantaneamente, mas, para você, ela dura 3 rodadas, durante as quais você pode agir e não é afetado por efeitos contínuos (como chamas). Porém, durante essas 3 rodadas, você e quaisquer efeitos que você gerar não podem sair da área que você ocupava quando lançou esta magia. Efeitos de área com duração maior que a da bolha voltam a agir normalmente quando ela termina.<br><i>Saltar no tempo:</i> você e até 5 criaturas voluntárias são transportadas de 1 a 24 horas para o futuro, desaparecendo com um brilho. Vocês ressurgem no mesmo lugar, com a mesma velocidade e orientação; do seu ponto de vista, nenhum tempo se passou. Se um objeto sólido agora ocupa o espaço de uma criatura, ela ressurge na área vazia mais próxima.<br><i>Voltar no tempo:</i> você revive os últimos segundos. Todas as ações da rodada anterior são desfeitas (incluindo perda de PV e PM — exceto os gastos nesta magia). Tudo retorna à posição em que estava no início do seu turno na última rodada e você é o único que sabe o que acontecerá. Outros personagens devem repetir as mesmas ações — exceto se você fizer algo a respeito (como avisar seus aliados sobre o que vai acontecer). Você só pode reviver uma mesma rodada uma vez.	Jogo do Ano																										
Deflagração de Mana	Arcana	5	Evoc	completa	pessoal		esfera de 15m de raio	instantânea	Fortitude parcial	Após concentrar seu mana, você emana energia, como uma estrela em plena terra. Todas as criaturas na área sofrem 150 pontos de dano de essência e todos os itens mágicos (exceto artefatos) tornam-se mundanos. Você não é afetado pela magia. Alvos que passem no teste de Fortitude sofrem metade do dano e seus itens mágicos voltam a funcionar após um dia.	Jogo do Ano	1	aumenta o dano em 10.	5	afeta apenas criaturas a sua escolha.																						
Desejo	Arcana	5	Trans	completa	veja texto	veja texto		veja texto	veja texto	Esta é a mais poderosa das magias arcanas, permitindo alterar a realidade a seu bel-prazer. Você pode:<br>• Dissipar os efeitos de qualquer magia de 4º círculo ou menor.<br>• Transportar até 10 criaturas voluntárias em alcance longo para qualquer outro local, em qualquer plano.<br>• Desfazer um acontecimento recente. A magia permite que um teste realizado por uma criatura em alcance longo na última rodada seja realizado novamente. Por exemplo, se um aliado morreu na última rodada devido ao ataque de um inimigo, você pode obrigar o inimigo a refazer esse ataque.<br>Você pode desejar por algo ainda mais poderoso. Nesse caso, a magia requer o sacrifício de 2 PM e pode fazer coisas como:<br>• Criar um item mundano de até T$ 30.000.<br>• Duplicar os efeitos de qualquer magia de até 4º círculo. Caso a magia precise de um componente material para ser lançada, ainda é necessário providenciar o componente.<br>• Aumentar um atributo de uma criatura em +1. Cada atributo só pode ser aumentado uma vez com Desejo.<br>Desejo pode gerar efeitos ainda mais poderosos, mas cuidado! Desejar a fortuna de um rei pode transportá-lo para a sala de tesouro real, onde você poderá ser preso ou morto; desejar ser imortal pode transformá-lo em morto-vivo, e assim por diante. Qualquer efeito que não se encaixe na lista acima deve ser decidido pelo mestre.	Jogo do Ano																										
Engenho de Mana	Divina	5	Abjur	padrão	médio (30m 20q)	disco de energia com 1,5m de diâmetro		sustentada		Você cria um disco de energia que lembra uma roda de engenho e flutua no ponto em que foi conjurado. O disco é imune a dano, não pode ser movido e faz uma contramágica automática contra qualquer magia lançada em alcance médio dele (exceto as suas), usando seu teste de Misticismo. Caso vença o teste, o engenho não só anula a magia como absorve os PM usados para lançá-la, acumulando PM temporários. No seu turno, se estiver ao alcance do disco, você pode gastar PM nele para lançar magias.	Jogo do Ano	1	em vez de flutuar no ponto em que foi conjurado, o disco flutua atrás de você, mantendo-se sempre adjacente.	4	muda a duração para 1 dia.																						
Fúria do Panteão	Divina	5	Evoc	completa	longo (90m 60q)		cubo de 90m de lado	sustentada	veja texto	Você cria uma nuvem de tempestade violenta. Os ventos tornam ataques à distância impossíveis e fazem a área contar como condição terrível para lançar magia. Além disso, inimigos na área têm a visibilidade reduzida (como a magia Névoa). Uma vez por turno, você pode gastar uma ação de movimento para gerar um dos efeitos a seguir.<br><i>Nevasca:</i> inimigos na área sofrem 10d6 pontos de dano de frio (Fortitude reduz à metade). A área fica coberta de neve, virando terreno difícil até o fim da cena ou até você usar siroco.<br><i>Raios:</i> até 6 inimigos a sua escolha na área sofrem 10d8 pontos de dano de  eletricidade (Reflexos reduz à metade).<br><i>Siroco:</i> transforma a chuva em uma tempestade de areia escaldante. Inimigos na área sofrem 10d6 pontos de dano (metade corte, metade fogo) e ficam Sangrando (Fortitude reduz o dano à metade e evita a condição).<br><i>Trovões:</i> inimigos sofrem 10d6 pontos de dano de impacto e ficam Desprevenido por uma rodada (Fortitude reduz o dano à metade e evita a condição).	Jogo do Ano																										
